% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
55953626 +8.522870027e+01 +8.522870027e+01 -2.083129973e+01 -2.083129973e+01 +3.2342e+00 +1.5458e+00 -4.4249e+00 -3.5420e+00 -2.7739e+00 -4.8815e+00 +8.3988e-01 +7.0139e-01 +4.5851e+00 +4.0347e+00 +2.8559e+00 -1.5820e+00 +3.6592e+00 +7.8562e-01 +1.5137e+00 +9.9376e-02 -1.8185e+00 +5.5412e-01 -3.5682e+00 +3.8310e+00
166950554 +7.549965468e+01 +7.549965468e+01 -3.056034532e+01 -3.056034532e+01 -1.3850e+00 -1.4288e+00 -4.7431e+00 -2.1027e+00 -1.7592e+00 -4.6149e+00 +2.6717e+00 +3.2147e+00 +5.1920e-01 +8.9647e-01 +1.2641e+00 -4.2758e+00 +1.8995e+00 +2.9253e+00 +4.3642e+00 +6.3349e-01 -1.4044e-01 -5.9056e-02 -1.8923e+00 +3.6938e+00
% function evaluation | noise-free fitness - Fopt (-1.957000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.097966657e+03 +3.097966657e+03 +3.078396657e+03 +3.078396657e+03 -1.2415e-01 -3.1557e+00 -3.2715e+00 -1.1824e+00 -3.2423e+00 +2.8172e+00 -1.8689e+00 +3.6612e+00 +3.2855e+00 -1.3551e+00 +4.5663e+00 -1.8100e+00 -2.7736e+00 -2.3510e+00 -3.6304e+00 -1.7001e+00 -2.5279e+00 +4.2364e+00 +1.1044e+00 -4.3750e+00
2 +1.215476335e+03 +1.215476335e+03 +1.195906335e+03 +1.195906335e+03 -4.7710e-01 +2.3264e+00 -3.1430e+00 -4.4074e+00 +1.6155e+00 -1.8537e+00 +4.4274e+00 -2.8497e+00 +8.0958e-01 -4.1925e-01 +1.1412e+00 -2.5701e+00 +2.5085e+00 -3.6078e+00 +3.6178e+00 +3.0931e+00 -2.6524e+00 +2.8192e+00 +7.4348e-01 -4.0542e-01
13 +1.175471502e+03 +1.175471502e+03 +1.155901502e+03 +1.155901502e+03 +3.7940e+00 -1.1874e+00 +1.9436e+00 -1.7192e+00 -3.3488e+00 +2.3731e+00 -2.6877e+00 +3.8504e-01 +4.4375e+00 +4.6538e+00 -4.1580e+00 -8.0530e-01 -2.8340e+00 +1.9034e+00 -4.6235e+00 -8.5960e-01 -7.2124e-01 -4.5474e+00 +3.3234e+00 -2.6869e+00
32 +1.041335821e+03 +1.041335821e+03 +1.021765821e+03 +1.021765821e+03 -4.1441e+00 +1.1219e+00 -1.3884e+00 +1.9433e+00 +3.9354e+00 -4.6188e+00 -3.1104e+00 -3.6486e-01 -2.2198e+00 +2.5254e+00 -3.7814e+00 -5.0555e-01 -6.0047e-01 +4.5532e+00 -1.0611e-01 -3.1777e+00 +7.1362e-01 +9.6669e-01 -3.8274e+00 +2.7959e-01
36 +7.469392951e+02 +7.469392951e+02 +7.273692951e+02 +7.273692951e+02 +7.8015e-01 +2.5975e+00 +2.2190e+00 +4.1617e+00 +4.3791e+00 -4.9386e+00 +5.0658e-01 +3.2830e-01 -9.2610e-01 +1.6808e+00 -2.6115e+00 +3.1270e+00 +3.7790e+00 +2.4616e+00 -9.2572e-01 +6.3559e-01 -2.7977e+00 +3.8933e+00 +4.7534e+00 +2.1907e+00
57 +5.248750644e+02 +5.248750644e+02 +5.053050644e+02 +5.053050644e+02 -1.9148e-01 +4.3039e+00 -2.3338e+00 +1.7831e+00 -6.4194e-01 -3.0386e+00 +2.3159e+00 +2.8719e+00 -5.6921e-02 -7.5155e-01 +2.5328e+00 +3.8910e+00 +2.7925e+00 -1.7297e+00 +3.8929e-01 +2.5527e+00 +5.8943e-01 +2.4342e+00 +2.9130e-01 +2.9242e+00
209 +4.771759425e+02 +4.771759425e+02 +4.576059425e+02 +4.576059425e+02 +4.6349e+00 +7.5050e-01 -7.0502e-01 -1.9347e+00 -3.3945e+00 -2.3598e+00 +3.2259e+00 +2.7741e+00 +1.9444e+00 +1.4641e+00 -7.6099e-01 +4.5573e+00 +9.4113e-01 +1.7065e+00 -4.2724e+00 -6.6500e-01 -2.3905e+00 -9.2951e-01 -7.9848e-01 +6.3434e-01
240 +4.517661529e+02 +4.517661529e+02 +4.321961529e+02 +4.321961529e+02 +2.3884e+00 +1.6558e+00 +1.4895e+00 +1.4182e+00 +4.7518e+00 +3.3579e+00 -3.3837e-01 -2.2608e+00 +4.1879e+00 +4.7503e+00 -1.8803e+00 +1.4765e+00 -4.1902e+00 +3.0183e+00 -4.1102e-01 -1.6102e+00 +2.8229e+00 -1.3272e+00 +7.0372e-01 +3.0887e+00
296 +4.298850339e+02 +4.298850339e+02 +4.103150339e+02 +4.103150339e+02 +2.5517e+00 +1.7239e+00 -1.9074e+00 -7.5487e-01 +1.3594e+00 -3.7445e+00 -1.1722e+00 -2.3885e+00 +6.6366e-01 +1.2871e+00 -4.2786e+00 +2.4222e+00 +3.7461e+00 +4.7591e+00 -3.5163e+00 -2.1247e+00 +2.5528e+00 -4.3867e+00 -6.5114e-01 +3.7783e+00
456 +3.187464388e+02 +3.187464388e+02 +2.991764388e+02 +2.991764388e+02 +4.8438e+00 +4.2868e+00 -4.4450e+00 -1.6655e+00 +5.2152e-01 +1.1740e-01 +4.2459e+00 +1.0700e+00 +2.8471e+00 +1.1213e+00 -2.8241e+00 -6.0128e-01 -4.7880e-01 -4.3423e-01 +1.7967e+00 -1.9870e+00 +1.2005e+00 -1.9673e+00 -8.2520e-01 +3.6981e+00
25435 +2.770895439e+02 +2.770895439e+02 +2.575195439e+02 +2.575195439e+02 +2.4670e+00 +3.5790e+00 -2.1495e+00 +2.2555e+00 +4.3569e+00 -1.0454e+00 -2.8274e+00 -2.3689e+00 -1.1045e+00 +1.2772e+00 -4.8184e+00 +2.4736e+00 +1.5845e+00 +2.6539e+00 +1.2704e+00 -3.9126e+00 +1.7171e+00 -2.4282e+00 +2.9547e+00 +7.1946e-01
88596 +2.579561613e+02 +2.579561613e+02 +2.383861613e+02 +2.383861613e+02 +3.1298e+00 +1.5005e+00 -1.9979e+00 -3.9182e+00 +1.7196e+00 -3.4229e+00 -2.5037e-01 +3.1983e+00 +3.7315e-01 +8.9464e-01 -3.1888e+00 +4.0658e+00 -2.3179e+00 -2.9354e+00 +2.9547e+00 -2.4518e+00 +1.0065e+00 -3.4432e+00 +4.6393e-01 -2.3184e+00
95561 +2.530423295e+02 +2.530423295e+02 +2.334723295e+02 +2.334723295e+02 +2.7307e+00 +1.6149e+00 -2.4654e+00 -5.3681e-01 +3.0724e+00 -1.0077e+00 +4.1008e+00 +3.4024e+00 +1.1877e+00 +1.8726e-01 +2.8033e+00 +4.9139e+00 +3.6826e+00 -2.8266e+00 +1.9662e+00 +1.0666e+00 -1.0805e+00 -3.8026e+00 +4.0515e+00 -1.5123e+00
171564 +1.237399339e+02 +1.237399339e+02 +1.041699339e+02 +1.041699339e+02 +3.3242e+00 +3.0112e+00 -4.6419e+00 +4.8911e+00 +3.3287e+00 -1.5733e+00 +1.9113e+00 +3.2519e+00 +6.7412e-01 -1.8339e+00 +3.4462e-01 +3.3071e+00 -4.7694e-01 +9.9049e-02 -1.1497e+00 +7.0868e-02 +5.1828e-01 -1.8232e+00 +4.0164e+00 +3.0485e+00
2194854 +8.391678134e+01 +8.391678134e+01 +6.434678134e+01 +6.434678134e+01 +3.4367e+00 +2.2247e+00 -2.3631e+00 +5.2184e-01 +9.7385e-01 -6.4496e-01 +9.5472e-01 +2.5148e+00 +2.4074e+00 +1.8602e+00 -2.5589e+00 +1.6113e+00 +6.4386e-01 +2.7927e-01 -1.1614e+00 -8.9500e-01 -1.1776e+00 -1.2632e+00 +1.6957e+00 +2.7737e+00
15724633 +7.767917976e+01 +7.767917976e+01 +5.810917976e+01 +5.810917976e+01 +5.4214e-01 +2.1816e+00 -2.3617e+00 +1.2919e+00 +2.5658e+00 -4.0091e+00 -2.8757e+00 +1.7729e+00 -2.7554e-01 -1.6352e+00 -1.2461e+00 +3.8128e+00 -4.7624e-01 -1.4753e+00 -2.1294e+00 -2.6333e+00 -6.5218e-01 -2.1443e+00 +3.7081e+00 -5.0097e-01
186847737 +7.156898995e+01 +7.156898995e+01 +5.199898995e+01 +5.199898995e+01 +4.7566e+00 -9.4343e-02 -3.6773e+00 +2.8784e+00 +4.6656e+00 -4.0705e+00 +1.5815e+00 +4.0163e+00 +2.3679e+00 +4.3824e-03 +1.1772e+00 +1.4323e+00 +5.6588e-01 -5.6287e-01 -8.3366e-01 -7.1990e-01 +1.7262e+00 -3.1894e+00 +1.3687e+00 +1.0019e+00
% function evaluation | noise-free fitness - Fopt (3.818200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.217660659e+03 +2.217660659e+03 +2.599480659e+03 +2.599480659e+03 +8.0226e-01 +2.0821e+00 -2.2476e+00 +3.9223e+00 +2.3354e+00 -1.2177e+00 -9.1042e-01 +2.9439e+00 -2.1589e+00 -3.6656e+00 +1.0417e+00 +2.9405e+00 +4.0139e+00 -5.1537e-01 +6.9755e-01 +4.5053e-02 +3.4841e+00 -2.9533e+00 +3.3488e+00 -3.9604e+00
3 +1.694033847e+03 +1.694033847e+03 +2.075853847e+03 +2.075853847e+03 -2.7726e+00 -3.5033e+00 +3.7107e+00 +8.7044e-01 +1.3025e+00 +3.0220e+00 -3.7996e-01 -8.3086e-01 -1.1923e+00 -1.0430e+00 +1.6539e+00 +7.1755e-01 -6.5990e-01 +3.3326e+00 -2.2316e-01 +1.3765e+00 -4.8087e+00 +4.6587e+00 +3.8960e+00 -4.9112e+00
7 +1.340496267e+03 +1.340496267e+03 +1.722316267e+03 +1.722316267e+03 +9.1587e-01 -3.4517e+00 -3.8294e-02 +7.7785e-01 -2.7221e+00 +3.6715e+00 +4.0693e+00 -2.8517e+00 +3.2174e+00 -4.5748e-01 -2.3446e+00 -2.8052e+00 -3.4941e+00 +1.2314e+00 -1.6810e+00 -1.9599e+00 -2.4268e-01 -1.8970e+00 +4.2429e-01 -4.8534e+00
11 +1.265736808e+03 +1.265736808e+03 +1.647556808e+03 +1.647556808e+03 +1.9747e-01 +4.7972e+00 +1.3391e+00 -4.1637e+00 -2.3507e-01 -4.3399e+00 +4.1194e+00 +4.8643e+00 +2.4953e+00 +3.6992e+00 +3.9522e+00 -3.2982e+00 -3.8504e+00 +1.1076e+00 -3.4300e+00 -1.6687e+00 +4.2853e+00 +1.9441e+00 -3.3548e+00 +1.4721e+00
33 +9.375681377e+02 +9.375681377e+02 +1.319388138e+03 +1.319388138e+03 -4.8164e+00 -7.1847e-01 +3.5508e+00 +1.5969e-01 +1.1158e+00 -1.2897e+00 -1.6019e+00 +1.7078e+00 -3.1212e+00 -1.7980e+00 +4.6711e-01 -2.4151e+00 -1.0374e+00 +4.8751e+00 +4.2724e+00 -2.7518e-01 -5.4446e-01 +2.5568e+00 -1.4934e+00 -4.4587e+00
82 +8.190255043e+02 +8.190255043e+02 +1.200845504e+03 +1.200845504e+03 +6.9011e-01 -1.0154e+00 +1.5227e-02 -4.5411e+00 -3.2314e+00 -3.7970e+00 +7.4870e-01 -2.4415e+00 +1.3543e+00 +1.5784e+00 -4.4413e-01 -4.9306e+00 -4.5735e+00 -3.3445e+00 +4.0584e+00 -1.0556e+00 +2.3366e+00 +4.7453e-03 -3.6035e+00 -4.0796e+00
83 +7.883458241e+02 +7.883458241e+02 +1.170165824e+03 +1.170165824e+03 -1.5823e+00 -1.0898e+00 -6.2517e-01 -2.0299e+00 +2.7754e+00 -1.2492e+00 +2.8698e+00 +3.4852e+00 +4.6986e+00 +1.3718e+00 +1.9878e+00 +1.3864e+00 +3.0930e+00 -6.9316e-01 -4.0096e-01 +3.8313e+00 +1.9575e+00 -2.2860e+00 -7.1758e-01 -2.4828e+00
375 +7.079045790e+02 +7.079045790e+02 +1.089724579e+03 +1.089724579e+03 +2.7974e+00 -7.0650e-01 -3.0497e+00 -3.7623e+00 -1.4739e+00 -4.7898e+00 +1.9686e+00 +4.3673e+00 +5.8076e-01 +2.7090e+00 +4.0140e+00 -4.4019e+00 -2.5245e+00 +1.9285e+00 +4.4378e+00 -3.1203e+00 +3.5131e+00 +7.7236e-01 -5.8508e-02 +4.0185e+00
456 +6.439333442e+02 +6.439333442e+02 +1.025753344e+03 +1.025753344e+03 +2.9180e+00 +8.4073e-01 -3.2601e+00 +7.5281e-01 -4.8792e+00 -3.5906e-01 +2.9900e+00 +1.8166e-01 -4.7793e-01 -2.2517e+00 -1.8645e+00 -1.7967e+00 -6.7059e-02 +1.4759e+00 -3.7697e-01 -3.7315e+00 +2.1861e-01 -1.1876e-01 -2.4255e+00 -1.7142e+00
936 +3.387798741e+02 +3.387798741e+02 +7.205998741e+02 +7.205998741e+02 -1.5737e+00 +1.3424e+00 -5.3172e-02 -3.8864e+00 -2.1806e+00 -1.6552e+00 +8.4590e-01 +3.6097e+00 -1.8707e+00 -2.6779e-01 -1.7887e+00 -6.2311e-01 -2.4625e+00 -9.5094e-01 +6.6193e-01 -1.4167e+00 +1.5869e+00 +1.4719e+00 -3.0373e+00 +3.1199e-01
13842 +2.624760299e+02 +2.624760299e+02 +6.442960299e+02 +6.442960299e+02 +2.7205e+00 +3.9632e+00 -5.9703e-01 +1.0471e+00 -3.7793e+00 -3.8446e-01 +3.2359e+00 +3.5902e-01 +4.3248e+00 +2.3059e-01 -6.3162e-01 -1.9250e+00 -2.9935e+00 -1.3403e+00 +2.2310e+00 -1.7640e+00 +4.5892e+00 +8.8061e-02 -1.7826e+00 +3.5316e+00
33630 +2.352220486e+02 +2.352220486e+02 +6.170420486e+02 +6.170420486e+02 +9.0810e-01 +8.8640e-01 -1.4531e+00 -4.4503e+00 -8.5278e-01 -1.3254e+00 +1.3873e+00 +6.0737e-01 +4.7427e+00 -4.7730e+00 +3.0252e+00 -1.2530e+00 -2.1536e-01 +1.4318e+00 +2.1463e+00 -1.3424e+00 +3.9183e+00 -3.4802e+00 -2.7907e+00 +2.8764e-01
161776 +2.034617839e+02 +2.034617839e+02 +5.852817839e+02 +5.852817839e+02 -4.6543e-01 +2.8872e+00 -2.1412e+00 +3.1034e+00 -1.5356e+00 -4.8582e+00 -3.4632e+00 +1.5599e-01 +3.9536e+00 -8.6305e-01 -7.8445e-01 +1.1010e+00 -4.7749e+00 -3.9166e-01 +1.6156e+00 -4.9148e+00 +3.5705e+00 +1.4353e+00 -2.1808e+00 +1.8265e+00
238362 +1.897056768e+02 +1.897056768e+02 +5.715256768e+02 +5.715256768e+02 +3.3177e+00 +1.3553e+00 -2.4081e+00 -4.7822e+00 -4.5344e+00 -9.5154e-01 -5.0581e-01 +3.5593e+00 +3.7772e+00 +9.1183e-01 -1.5704e+00 -7.6534e-01 -3.3667e+00 -3.9467e-01 -3.0268e+00 -3.5751e+00 -2.7785e+00 -2.9968e+00 +2.5238e-01 +3.4464e+00
848306 +1.462530971e+02 +1.462530971e+02 +5.280730971e+02 +5.280730971e+02 +1.5576e-02 +2.0133e+00 -4.3200e+00 -1.9029e-01 -3.1084e+00 -9.4590e-01 -2.6427e+00 -7.5316e-02 +2.1694e+00 +7.2387e-01 -1.6755e-01 -8.2463e-01 -3.1807e+00 -1.4745e+00 +2.8291e+00 -3.3866e+00 +4.7218e+00 +1.9684e+00 -2.1192e+00 +3.9936e+00
1204047 +1.395861471e+02 +1.395861471e+02 +5.214061471e+02 +5.214061471e+02 +4.8164e+00 +4.9535e+00 -4.1345e-01 -2.2703e+00 -2.7501e+00 -2.4364e+00 +1.5247e+00 +4.9144e+00 +3.1745e+00 +9.2013e-01 -6.3022e-01 -5.9439e-01 -2.7211e+00 -3.1262e-01 -3.0049e-01 -1.3008e+00 +9.1045e-01 +6.2673e-01 -1.9825e+00 +4.3047e+00
1290536 +1.223160751e+02 +1.223160751e+02 +5.041360751e+02 +5.041360751e+02 -1.6429e+00 +4.4773e+00 -3.5488e-01 -3.2325e+00 -1.8779e+00 +8.2579e-01 +2.4206e+00 +3.0332e+00 +4.4277e+00 -2.5407e+00 -1.2542e+00 -2.6475e+00 -3.1247e+00 -9.8861e-01 +1.7918e+00 +3.1088e+00 +3.6858e+00 +4.9424e-01 -2.4891e+00 -2.4291e-02
5460239 +1.112780164e+02 +1.112780164e+02 +4.930980164e+02 +4.930980164e+02 -1.3541e+00 +2.5086e+00 -3.0201e+00 -1.0725e+00 -4.1903e+00 +1.4808e-02 -8.2743e-01 +2.8129e+00 +4.9188e+00 -2.9679e+00 -3.8510e-01 +4.4323e-02 -4.7657e+00 +3.9648e+00 +9.8928e-01 -2.9742e+00 +9.7692e-01 +9.1469e-01 -1.2509e+00 +2.9881e+00
23160892 +1.069113076e+02 +1.069113076e+02 +4.887313076e+02 +4.887313076e+02 +3.2404e-01 +1.3261e+00 -2.8230e+00 -3.2658e+00 -2.9433e+00 -2.2397e+00 +1.9337e-01 +1.3177e+00 +3.8559e+00 -3.3954e+00 -4.1324e-01 +5.4201e-01 -2.1282e+00 +7.3487e-01 +2.2527e+00 -4.1399e+00 +3.8495e+00 -2.7190e+00 -4.9436e+00 +3.8424e+00
28226034 +9.594014883e+01 +9.594014883e+01 +4.777601488e+02 +4.777601488e+02 +1.8430e-01 -1.1371e-01 -4.1248e+00 -4.5538e+00 -2.6932e+00 -2.4844e+00 -1.8036e+00 +1.2773e+00 +4.3733e+00 +1.7109e-01 +1.2073e+00 +2.8862e-01 -2.6666e+00 -4.0061e+00 -3.7719e+00 -4.2949e+00 +3.4892e+00 -7.4496e-01 -3.6270e+00 +1.7737e+00
137200501 +8.293892081e+01 +8.293892081e+01 +4.647589208e+02 +4.647589208e+02 +3.7100e+00 +4.5434e+00 -2.9037e+00 -5.3622e-01 -1.8210e+00 -4.2613e+00 -1.1084e+00 +3.9404e+00 +3.4863e+00 -2.3734e-01 -3.0998e+00 +1.7981e+00 -1.7345e+00 -1.6249e+00 -1.1891e+00 -2.7645e+00 +6.1109e-01 -3.9919e-01 -4.6021e+00 +1.1265e+00
% function evaluation | noise-free fitness - Fopt (8.130000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.999405943e+03 +2.999405943e+03 +3.007535943e+03 +3.007535943e+03 +3.0399e+00 +2.1392e+00 -4.6763e+00 -1.2742e+00 +4.1742e+00 +3.2818e+00 +9.9407e-01 +3.3293e+00 -1.7025e+00 +1.6490e+00 +3.4736e+00 -8.7225e-01 +1.0507e+00 +1.5703e+00 +4.3702e+00 -4.7494e+00 -1.9779e-01 +4.3879e+00 -2.4455e-01 -2.2272e+00
2 +1.388745935e+03 +1.388745935e+03 +1.396875935e+03 +1.396875935e+03 -4.3652e-01 -1.9376e+00 +3.4635e+00 -4.7495e+00 +1.7771e+00 -1.8330e-02 -3.9835e+00 +4.0793e+00 -2.1210e+00 +3.3952e+00 -4.3540e+00 -2.3344e+00 -1.1567e+00 -3.4517e+00 +3.3975e+00 +2.4391e+00 -6.6503e-01 -2.8593e+00 -5.3604e-01 +1.2711e+00
10 +9.855237952e+02 +9.855237952e+02 +9.936537952e+02 +9.936537952e+02 +2.8496e+00 -7.3981e-01 -2.4332e+00 +3.1052e-02 -4.1241e+00 +7.4791e-01 +1.2789e+00 +1.5297e+00 -2.6093e+00 -6.5591e-01 -4.4517e+00 -1.0927e+00 +3.7290e+00 +7.7807e-01 -1.4909e+00 +3.3212e-03 +2.5815e+00 +1.3048e+00 +3.8593e+00 +7.0796e-01
51 +8.643904240e+02 +8.643904240e+02 +8.725204240e+02 +8.725204240e+02 +2.8813e+00 -2.0485e+00 -1.0723e+00 +6.4363e-01 -3.7140e+00 -1.3114e+00 +1.5926e+00 +6.3811e-01 -1.2141e+00 -2.8631e+00 -3.9139e+00 -3.5448e+00 +2.0972e+00 +4.2491e+00 -1.1655e+00 -3.6672e+00 -3.3487e+00 +9.8090e-01 +2.8702e+00 +9.1889e-01
74 +8.221611318e+02 +8.221611318e+02 +8.302911318e+02 +8.302911318e+02 +4.1893e+00 -1.2442e+00 +4.3521e+00 +2.5271e+00 -3.3289e+00 +1.8976e+00 -8.2631e-01 +3.4538e+00 +7.7430e-01 +2.1604e+00 +2.7847e+00 +4.7587e+00 -1.2309e+00 +1.5249e+00 +3.1922e-01 -1.9614e+00 +3.5795e+00 -3.6276e+00 +3.2961e-01 -1.7792e+00
84 +7.092514286e+02 +7.092514286e+02 +7.173814286e+02 +7.173814286e+02 +4.0398e+00 -2.6787e+00 +1.5865e+00 +1.6485e-01 -3.5627e+00 -3.5432e+00 -2.4431e+00 +9.3364e-01 -7.4267e-01 +3.8843e+00 +1.8198e+00 -4.5219e+00 +4.7924e+00 +2.0735e-01 -2.6033e+00 -1.7698e+00 +2.9263e-01 +2.9319e+00 +1.6398e-01 -4.9740e+00
308 +6.115964999e+02 +6.115964999e+02 +6.197264999e+02 +6.197264999e+02 +4.7785e+00 -1.8877e-01 +4.8560e+00 -4.1961e+00 -3.8859e+00 +1.2697e+00 -6.2782e-01 -2.1475e+00 +3.6410e+00 +4.2218e+00 -3.3820e+00 -2.2519e+00 -2.6670e+00 -8.5807e-02 +1.0450e+00 -3.3772e+00 +8.6939e-02 +2.2420e+00 -1.1000e+00 -2.6888e+00
370 +5.228342279e+02 +5.228342279e+02 +5.309642279e+02 +5.309642279e+02 -8.3793e-01 +1.8219e+00 +3.8033e+00 +1.4050e+00 -4.9260e+00 -3.7770e+00 -2.8052e+00 +3.6966e+00 -2.0822e+00 +2.3128e+00 -9.4885e-01 -1.1251e+00 +6.2701e-01 +2.2558e+00 +4.0022e-01 -3.6097e+00 +2.8849e-01 +3.9894e+00 -1.9657e+00 +2.1287e-01
458 +4.728766534e+02 +4.728766534e+02 +4.810066534e+02 +4.810066534e+02 -1.3332e+00 +1.1602e+00 -2.9913e-01 -3.0751e+00 -3.2540e+00 -3.1279e-01 +1.7192e-01 +3.7463e+00 +2.5931e-01 +1.3798e+00 -2.0686e+00 +1.0227e+00 +2.9223e+00 +4.3252e+00 +1.9204e+00 -2.6398e+00 +1.4096e+00 +4.1261e+00 -4.5895e+00 +1.6632e+00
601 +3.830310245e+02 +3.830310245e+02 +3.911610245e+02 +3.911610245e+02 +3.4189e+00 -1.5134e+00 +2.5159e+00 -3.0034e+00 -1.6823e+00 -4.3287e+00 -4.9758e+00 +4.3932e+00 -4.8851e-01 +2.9560e+00 -1.7549e+00 +8.2213e-01 +4.6993e-01 +2.8546e+00 +3.5447e+00 -3.0904e+00 +4.9956e+00 +2.6063e+00 -3.8469e-01 -1.0007e+00
7179 +3.343073321e+02 +3.343073321e+02 +3.424373321e+02 +3.424373321e+02 -1.1712e+00 -1.7265e-01 +2.2569e+00 -4.3840e+00 -1.2984e+00 -1.6042e+00 +3.1815e+00 +2.2061e+00 -1.7765e+00 +1.0622e+00 -3.5111e+00 +2.4255e+00 -2.4849e-01 +4.9737e+00 -3.2226e+00 -2.7539e+00 -1.3465e+00 +4.7913e+00 +3.6812e+00 -4.5110e+00
16346 +2.001125629e+02 +2.001125629e+02 +2.082425629e+02 +2.082425629e+02 +2.4977e+00 -1.6162e+00 +2.6465e+00 -3.0879e+00 -3.5875e+00 -2.1583e-01 -3.9938e-01 -7.6645e-01 -4.1538e-01 +1.2491e+00 -2.5716e+00 +1.1429e+00 +3.8726e-02 +3.9898e-01 +2.5071e+00 -1.6704e+00 +4.8935e+00 +3.8878e+00 -4.8928e+00 -2.9923e+00
158549 +1.595096152e+02 +1.595096152e+02 +1.676396152e+02 +1.676396152e+02 +4.0224e+00 -2.7437e+00 +4.3785e+00 -3.8260e+00 -3.6956e+00 +6.7934e-01 -3.5617e+00 +3.8462e+00 -2.9472e+00 -4.8843e-01 -1.5749e+00 -1.5160e+00 -2.2832e+00 +1.4091e+00 -3.4030e+00 +4.8076e-01 -4.6555e-01 +2.0919e+00 +2.2820e+00 -2.1709e+00
2465923 +1.187637615e+02 +1.187637615e+02 +1.268937615e+02 +1.268937615e+02 -8.3642e-01 -3.3469e+00 +2.4201e+00 -4.1069e+00 -3.6222e+00 -3.0124e+00 -2.7487e-01 +4.2874e-01 +3.1674e-02 +4.0818e+00 -2.6230e+00 -7.1420e-01 +2.5611e+00 +2.8965e+00 +1.9153e+00 -2.6287e+00 +4.2541e+00 +4.4867e+00 -1.6533e+00 -3.2148e+00
2471111 +6.851086353e+01 +6.851086353e+01 +7.664086353e+01 +7.664086353e+01 +1.9102e+00 -8.8175e-01 +1.6835e+00 -4.2947e-01 -4.8996e+00 -7.3594e-01 -7.3349e-01 +5.3099e-01 -1.2893e+00 +2.7516e+00 -3.8279e+00 +7.3204e-01 -1.8361e+00 +2.6054e+00 +2.4316e+00 +7.1381e-01 -2.0549e+00 +3.9671e+00 -4.1514e-01 -2.7209e+00
% function evaluation | noise-free fitness - Fopt (8.687000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.202213715e+03 +1.202213715e+03 +1.289083715e+03 +1.289083715e+03 -4.1704e+00 +4.3486e+00 -2.4412e+00 +1.1043e+00 -3.9676e-01 +3.4669e+00 +1.3940e+00 -4.4470e+00 +1.3308e+00 +1.7768e+00 -2.7326e+00 -4.1867e+00 +1.4751e+00 -4.2833e+00 -4.4597e-01 +2.8873e+00 -1.4302e+00 +2.1397e+00 +1.6155e+00 -3.5662e+00
5 +7.603298976e+02 +7.603298976e+02 +8.471998976e+02 +8.471998976e+02 -4.2504e+00 +2.4852e+00 -1.8549e+00 -2.8178e+00 +2.2645e+00 -2.0131e+00 +1.0991e+00 -4.6040e+00 +1.5573e+00 +4.2591e+00 -2.1534e+00 +1.4109e+00 +2.8591e+00 -2.4827e+00 -4.1234e+00 -1.3065e+00 -3.7942e+00 -5.9935e-01 +1.8300e+00 +9.3494e-01
32 +4.580659305e+02 +4.580659305e+02 +5.449359305e+02 +5.449359305e+02 +2.6518e+00 +4.9635e+00 -1.3441e+00 +2.0972e+00 -2.9503e+00 -4.3753e+00 -1.7778e+00 -1.4450e+00 -3.1029e+00 +4.5248e+00 -1.2236e-02 +4.0771e+00 -2.8614e-01 -3.2888e+00 -1.9356e+00 +1.6289e-01 +1.5594e+00 -4.6128e+00 -3.3028e-01 -3.5599e+00
886 +4.530971230e+02 +4.530971230e+02 +5.399671230e+02 +5.399671230e+02 +3.4411e+00 +2.7345e+00 +6.1588e-01 +2.4071e+00 -1.6992e+00 -2.1035e-01 +7.7572e-01 -4.3047e+00 -4.2218e+00 -2.3447e+00 -3.6860e+00 -2.1314e+00 +1.1829e+00 +2.6525e+00 -3.5731e+00 +4.8952e+00 -3.8960e+00 -5.6000e-01 -1.2593e+00 -7.9286e-01
1697 +3.967936796e+02 +3.967936796e+02 +4.836636796e+02 +4.836636796e+02 +2.0687e+00 +4.0325e+00 +2.6310e+00 +3.0873e+00 +4.6071e-01 -3.0273e+00 -3.7457e+00 +2.3376e+00 -4.2359e+00 +1.7379e+00 +3.4072e-01 -1.1442e+00 +2.8101e+00 -3.5122e+00 +6.4728e-01 +3.3318e+00 +1.6775e+00 +9.3423e-01 +4.6569e+00 +1.9920e+00
1946 +3.847641892e+02 +3.847641892e+02 +4.716341892e+02 +4.716341892e+02 -3.0377e+00 +2.4965e+00 -1.6690e+00 -3.4682e+00 -7.2555e-01 -2.6764e+00 -1.3122e+00 -6.0302e-01 -6.5530e-02 -1.1455e+00 -2.8830e+00 +1.2780e+00 -4.5581e-01 +3.1690e+00 -2.1874e+00 +3.3430e+00 -2.1550e+00 -3.1020e+00 +1.9289e+00 +3.0702e+00
